name,address,city,state,zip,phone,website,latitude,longitude,scope,source,facility_type,primary_focus,substances,age_groups,identity_factors,insurance,settings,therapy_approaches,languages
"Patrick Aquino Vergel de Dios,",230 Maple Street,Holyoke,MA,1040,413-420-2200,,42.2073,-72.6084,national,findtreatment.gov,BUPREN,,,,,,,,english
"Lisa Sibert Carr, MD",151 Everett Avenue,Chelsea,MA,2150,617-889-8580,,42.3961,-71.0391,national,findtreatment.gov,BUPREN,,,,,,,,english
"Hilary Margaret Flynn, NP",South Shore Hospital,South Weymouth,MA,2190,781-624-8719,,42.1757,-70.9542,national,findtreatment.gov,BUPREN,,,,,,,,english
"Elizabeth-Ann Soccorso, NP",85 Herrick Street,Beverly,MA,1915,781-249-8150,,42.5641,-70.8757,national,findtreatment.gov,BUPREN,,,,,,,,english
"Yi-Lo Yu, MD",Family Life Center,Springfield,MA,1044,413-748-7400,,42.1155,-72.5945,national,findtreatment.gov,BUPREN,,,,,,,,english
"Emily Zametkin,",759 Chestnut Street,Springfield,MA,1199,240-994-3415,,42.3348,-71.0733,national,findtreatment.gov,BUPREN,,,,,,,,english
"Sarah Hauke Given,",450 Brookline Avenue,Boston,MA,2215,617-632-6464,,42.3375,-71.1082,national,findtreatment.gov,BUPREN,,,,,,,,english
"Leela J Joy,",1985 Main Street,Springfield,MA,1103,413-733-6639,,42.1075,-72.598,national,findtreatment.gov,BUPREN,,,,,,,,english
"Kathleen Marion Sylvester, NP",21 Kenwood St,Greenfield,MA,1301,413-223-5245,,42.6011,-72.5954,national,findtreatment.gov,BUPREN,,,,,,,,english
"Sara Elizabeth Gillett,",Commnity Health Center,New Bedforf,MA,2740,508-992-6553,,41.6362,-70.926,national,findtreatment.gov,BUPREN,,,,,,,,english
"Katherine Elizabeth Ferguson,",330 Brookline Avenue,Boston,MA,2215,617-632-0362,,42.3397,-71.1049,national,findtreatment.gov,BUPREN,,,,,,,,english
"Heather Leigh Stewart,",1233 State Road,Plymouth,MA,2360,508-224-7701,,41.8862,-70.5382,national,findtreatment.gov,BUPREN,,,,,,,,english
"Louisa Erika Codier,",Lahey Clinic,Burlington,MA,1805,781-744-5115,,42.463,-70.9642,national,findtreatment.gov,BUPREN,,,,,,,,english
"Michayla Rhea Marcil, PA",759 Chestnut Street,Springfield,MA,1199,413-794-4482,,42.1216,-72.6037,national,findtreatment.gov,BUPREN,,,,,,,,english
"Cherilyn Freitas, NP",400 Stanley Street,Fall River,MA,2720,508-675-1054,,41.7148,-71.1353,national,findtreatment.gov,BUPREN,,,,,,,,english
"Erika Elena Garcia,",47 Congress St,Salem,MA,1970,978-744-8388,,42.7077,-71.1301,national,findtreatment.gov,BUPREN,,,,,,,,english
"David Rahim Janfaza,",Brigham & Women's Hospital,Boston,MA,2115,617-732-9060,,42.3361,-71.1075,national,findtreatment.gov,BUPREN,,,,,,,,english
"Kimberly Marakovits,",Baystate Medical Center,Springfield,MA,1199,413-794-5256,,42.1216,-72.6037,national,findtreatment.gov,BUPREN,,,,,,,,english
"Colton Albert Margus,",680 Centre Street,Brockton,MA,2302,508-941-7400,,42.0874,-70.9914,national,findtreatment.gov,BUPREN,,,,,,,,english
"Daezel Aler Lacanlale,","2 Hospital Drive, Suite 101",Holyoke,MA,1040,413-535-4800,,42.2073,-72.6084,national,findtreatment.gov,BUPREN,,,,,,,,english
"Sandy Chikel,",330 Brookline Avenue,Boston,MA,2125,617-448-7554,,42.3399,-71.1046,national,findtreatment.gov,BUPREN,,,,,,,,english
"Joan Longwell,",Addison Gilbert Hospital,Gloucester,MA,1930,978-283-0296,,42.6254,-70.6808,national,findtreatment.gov,BUPREN,,,,,,,,english
"Priya Suresh Sharma,",Department of Hospital Medicine Room H1516,Worcester,MA,1655,508-334-8515,,42.2772,-71.7611,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Marc David Simmons,",106 Main Street,Byfield,MA,1922,978-463-3588,,42.7647,-70.9438,national,findtreatment.gov,BUPREN,,,,,,,,english
"Bassima Abdallah,",330 Brookline Avenue,Boston,MA,2120,413-306-2453,,42.3396,-71.105,national,findtreatment.gov,BUPREN,,,,,,,,english
"Justin Andrade Thomas,",874 Purchase Street,New Bedford,MA,2740,508-992-6553,,41.6362,-70.9257,national,findtreatment.gov,BUPREN,,,,,,,,english
"Farah Malary,",415 Columbia Road,Dorchester,MA,2125,617-287-8000,,42.3118,-71.0688,national,findtreatment.gov,BUPREN,,,,,,,,english
"Melanie Giegel,",Charles River Community Health,Brighton,MA,2135,617-783-0500,,42.3624,-71.1439,national,findtreatment.gov,BUPREN,,,,,,,,english
"Jane Mary Sullivan,",1 Boston Place  # 1104,Boston,MA,2108,202-413-4769,,42.3691,-71.2495,national,findtreatment.gov,BUPREN,,,,,,,,english
"Nichole Palomba,",26 Queen Street,Worcester,MA,1610,508-860-7700,,42.2592,-71.815,national,findtreatment.gov,BUPREN,,,,,,,,english
"Stacey Ann Almeida, NP",7 NORTH MAIN STREET,ATTLEBORO,MA,2703,877-557-3155,,41.7151,-71.1362,national,findtreatment.gov,BUPREN,,,,,,,,english
"Meng Gao,",479 Washington St,Holliston,MA,1746,508-429-2377,,42.0763,-72.0417,national,findtreatment.gov,BUPREN,,,,,,,,english
"Carine M Luxama,",130 Liberty Street,Brockton,MA,2301,508-857-0709,,42.0547,-71.0605,national,findtreatment.gov,BUPREN,,,,,,,,english
"Annette Okereke,",9 Arnold Terrace,Marblehead,MA,1945,781-842-0613,,42.5111,-70.8584,national,findtreatment.gov,BUPREN,,,,,,,,english
"Gary Bernard Cole, MD",2100 Dorchester Avenue,Dorchester,MA,2124,617-506-4444,,42.2781,-71.0662,national,findtreatment.gov,BUPREN,,,,,,,,english
"Magdi Hamada Osman,",81 Highland Avenue,Salem,MA,1970,508-653-0083,,42.5108,-70.9071,national,findtreatment.gov,BUPREN,,,,,,,,english
"Morgan Younkin,",780 Albany St,Boston,MA,2118,857-654-1000,,42.333,-71.0736,national,findtreatment.gov,BUPREN,,,,,,,,english
"Christine Marie Grant,",55 Fogg Road,South Weymouth,MA,2190,781-624-8000,,42.1758,-70.9541,national,findtreatment.gov,BUPREN,,,,,,,,english
"Patricia Wheeler Shea,",70 Atlantic Avenue,Marblehead,MA,1945,781-908-0730,,42.3618,-71.0655,national,findtreatment.gov,BUPREN,,,,,,,,english
"Jalil Abdul Johnson,",Center for Human Development,Sprinfield,MA,1107,413-262-9259,,42.1225,-72.6113,national,findtreatment.gov,BUPREN,,,,,,,,english
"Hilda Adaeze Epelle,",61 Industrial Park Rd,Plymouth,MA,2360,857-234-1295,,41.9572,-70.6662,national,findtreatment.gov,BUPREN,,,,,,,,english
"Saisree Kandala,","421 North main street, leeds, MA",Worcester,MA,12590,508-425-2500,,41.5439,-73.9636,national,findtreatment.gov,BUPREN,,,,,,,,english
"Danielle Charlotte Morse,",100 Cummings Center,Beverly,MA,1915,978-279-0800,,42.5579,-70.8869,national,findtreatment.gov,BUPREN,,,,,,,,english
"Erika May Hood,",Lawrence General Hospital,Lawrence,MA,1841,978-683-4000,,42.7099,-71.1502,national,findtreatment.gov,BUPREN,,,,,,,,english
"Edmundo Smith,",110 Liberty Street,Brockton,MA,2301,508-894-0400,,42.0578,-71.0619,national,findtreatment.gov,BUPREN,,,,,,,,english
"Heather Lynne Kirby, PA",238 Northampton Street,Easthampton,MA,1027,413-529-9300,,42.2884,-72.6627,national,findtreatment.gov,BUPREN,,,,,,,,english
"Emily Cordner Cleveland Manchanda, MD",800 Harrison Avenue,Boston,MA,2118,617-414-5481,,42.3601,-71.0589,national,findtreatment.gov,BUPREN,,,,,,,,english
"Vishnu Candana Palle,",81 Highland Avenue,Salem,MA,1970,978-354-2551,,42.5108,-70.9071,national,findtreatment.gov,BUPREN,,,,,,,,english
"Julianne E Elofson,",The Dimock Center,Boston,MA,2119,617-442-8800,,42.3626,-71.0683,national,findtreatment.gov,BUPREN,,,,,,,,english
"Eve Rittenberg,",Fish Center for Women's Health,Chestnut Hill,MA,2467,617-732-9300,,42.3261,-71.1496,national,findtreatment.gov,BUPREN,,,,,,,,english
"Kathryn Koestner,",732 Harrison Avenue,Boston,MA,2118,617-414-6823,,42.3374,-71.0715,national,findtreatment.gov,BUPREN,,,,,,,,english
"Cynthia Schoettler,",163 Gore Street,Cambridge,MA,2141,617-575-5850,,42.3731,-71.0853,national,findtreatment.gov,BUPREN,,,,,,,,english
"Donna Marie Gallagher,",330 Mt Auburn Street,Cambridge,MA,2138,617-497-9646,,42.374,-71.1334,national,findtreatment.gov,BUPREN,,,,,,,,english
"Tracy Beckman,",480 Hawthorne Street,Dartmouth,MA,2748,508-542-4336,,41.6245,-70.9561,national,findtreatment.gov,BUPREN,,,,,,,,english
"Rebecca Deon Dallman,",4199 Washington Street,Roslindale,MA,2131,617-323-4440,,42.2872,-71.1281,national,findtreatment.gov,BUPREN,,,,,,,,english
"Guy Carmelli,",55 North Lake Avenue,Worcester,MA,1605,508-334-7577,,42.2772,-71.7611,national,findtreatment.gov,BUPREN,,,,,,,,english
"Jon Robert Whitney, PA",Right Choice Health Group,Fitchburg,MA,1420,978-696-3668,,42.5794,-71.7866,national,findtreatment.gov,BUPREN,,,,,,,,english
"Jon Robert Whitney, PA",32 Hall Avenue,Watertown,MA,2476,774-402-8800,,42.379,-71.1797,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Jessica Hall Harrington, MD","Middlesex Recovery, P.C.",Chelmsford,MA,1824,978-455-0807,,42.6242,-71.3592,national,findtreatment.gov,BUPREN,,,,,,,,english
"Karen Paola Bravo Sosa,",15 Tufts Street,Charlestown,MA,2129,857-238-1100,,42.3773,-71.0568,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Shuhan He, M.D.",55 Fruit Street,Boston,MA,2114,617-724-4100,,42.3632,-71.0688,national,findtreatment.gov,BUPREN,,,,,,,,english
"Ronald Neil Adler, MD",Hahnemann Family Health Center,Worcester,MA,1605,508-334-8830,,42.2855,-71.7905,national,findtreatment.gov,BUPREN,,,,,,,,english
"Kristen Dawn Marcella, PA",Beth Israel Deaconess Medical Center,Boston,MA,2215,617-667-2285,,42.3397,-71.1049,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Sarah Anne Cassel, MD",34 Haverhill Street,Lawrence,MA,1841,978-686-0090,,42.7119,-71.152,national,findtreatment.gov,BUPREN,,,,,,,,english
"Elizabeth S Waithira,",1261 Furance Brook Parkway,Quincy,MA,2169,508-933-9665,,42.2441,-71.0253,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Angus Jaja Michaels, MD",25 Bond Street,Springfield,MA,1104,413-584-4040,,42.548,-71.759,national,findtreatment.gov,BUPREN,,,,,,,,english
"Rima Olga Gemayel, NP",43 Foundry Avenue,Waltham,MA,2453,781-693-3800,,42.3705,-71.219,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Melanie Frances Molina, MD","Brigham and Women's Hospital, Department of Emergency Medicine",Boston,MA,2115,512-294-4366,,42.3359,-71.1072,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Whitney Rae Snyders, MD",Department of Psychiatry,Boston,MA,2111,617-636-9829,,42.3504,-71.0637,national,findtreatment.gov,BUPREN,,,,,,,,english
"Tomer Barak,","Beth Israel Deaconess Medical Center, Department of Medicine",Boston,MA,0225-,617-632-0346,,42.3397,-71.1049,national,findtreatment.gov,BUPREN,,,,,,,,english
"Avery Emerson Clark,",12 Agassiz Park,Jamaica Plain,MA,2130,617-414-4075,,42.313,-71.1177,national,findtreatment.gov,BUPREN,,,,,,,,english
"Grace Stebenne,",41 Mall Road,Burlington,MA,1805,978-210-1426,,42.4846,-71.205,national,findtreatment.gov,BUPREN,,,,,,,,english
"Mahmoud Abu Hazeem, MD",330 Brookline Avenue,Boston,MA,2215,402-320-4830,,42.3397,-71.1049,national,findtreatment.gov,BUPREN,,,,,,,,english
"Benjamin James MacDougall,",75 Francis Street,Boston,MA,2115,617-732-5500,,42.3362,-71.1067,national,findtreatment.gov,BUPREN,,,,,,,,english
"Jessica Wisocky, NP",500 Merrimack St,Lawrence,MA,1843,978-469-5536,,42.7853,-71.498,national,findtreatment.gov,BUPREN,,,,,,,,english
"Rishab Gupta,",1153 Centre Street,Boston,MA,2130,617-983-7474,,42.3357,-71.1061,national,findtreatment.gov,BUPREN,,,,,,,,english
"Laura Rachel Platt,","Brigham and Women's Hospital, Division of Infectious Diseases",Boston,MA,2115,617-732-8881,,42.3361,-71.1075,national,findtreatment.gov,BUPREN,,,,,,,,english
"Meaghan Doyle-Malone,",759 Chestnut Street,Springfield,MA,1199,413-794-5307,,42.1216,-72.6037,national,findtreatment.gov,BUPREN,,,,,,,,english
"Leah Hayden Harvey,",1 Boston Medical Center Place,Boston,MA,2118,978-761-4798,,42.3348,-71.0733,national,findtreatment.gov,BUPREN,,,,,,,,english
"Jared Chase Grochowsky,",330 Brookline Avenue,Boston,MA,2215,617-754-4677,,42.3399,-71.1046,national,findtreatment.gov,BUPREN,,,,,,,,english
"Kelly Hayward, NP",100 Central Street,Southbridge,MA,1550,413-271-7136,,42.0769,-72.032,national,findtreatment.gov,BUPREN,,,,,,,,english
"Cathy Renee Dowen,",25 Highland Avenue,newburyport,MA,1950,978-463-1045,,42.814,-70.8911,national,findtreatment.gov,BUPREN,,,,,,,,english
"Nancy Tulathimutte Skehan,",55 Lake Avenue North,Worcester,MA,1655,508-334-2731,,42.2765,-71.762,national,findtreatment.gov,BUPREN,,,,,,,,english
"Michael McLaughlin,",226 Field Street,New Bedford,MA,2740,508-979-5557,,41.6238,-70.9377,national,findtreatment.gov,BUPREN,,,,,,,,english
"Patrick Christopher Cheney,",Beth Israel Deaconess Medical Center,Boston,MA,2215,508-472-6808,,42.3397,-71.1049,national,findtreatment.gov,BUPREN,,,,,,,,english
"Holly McHugh,","24 St Paul Street , Apartment 4",Brookline,MA,2446,973-229-3149,,42.3377,-71.1191,national,findtreatment.gov,BUPREN,,,,,,,,english
"Michael Collins Horvath, NP",20 Manning,Middleton,MA,1949,978-750-1900,,42.5975,-70.986,national,findtreatment.gov,BUPREN,,,,,,,,english
"Benjamin N Rome,",75 Francis Street,Boston,MA,2115,617-732-6040,,42.3361,-71.1067,national,findtreatment.gov,BUPREN,,,,,,,,english
"Paige Szymanowski,",330 Brookline Avenue,Boston,MA,2215,617-754-4677,,42.3399,-71.1046,national,findtreatment.gov,BUPREN,,,,,,,,english
"Kimberly Centeio,",495 Western Avenue,brighton,MA,2135,617-783-0500,,42.3621,-71.144,national,findtreatment.gov,BUPREN,,,,,,,,english
"Zaid Altawil, MD",Holy Family Hospital,Metheun,MA,1844,978-687-0156,,42.7276,-71.1682,national,findtreatment.gov,BUPREN,,,,,,,,english
"Marc Carl DeBell, MD",9 Cedarway,Stoneham,MA,2180,207-795-2641,,44.1022,-70.2145,national,findtreatment.gov,BUPREN,,,,,,,,english
"Christian Rose,",273 Lincoln Street,Worcester,MA,1605,508-334-1352,,42.2848,-71.7912,national,findtreatment.gov,BUPREN,,,,,,,,english
"Kelsey Simm,",483B Great Neck Roadd South,Mashpee,MA,2649,508-477-6967,,41.5953,-70.4747,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Joseph Afonso, M.D.",45 Main St,Wareham,MA,2571,508-377-7078,,41.7542,-70.7109,national,findtreatment.gov,BUPREN,,,,,,,,english
"Nancy Simone Harya,",795 Middle Street,FALL RIVER,MA,721,412-720-6277,,41.6928,-71.1639,national,findtreatment.gov,BUPREN,,,,,,,,english
"Clement O. Ojo, NP",VA Central Western Massachusetts Healthcare System,"LEEDS,",MA,1053,413-584-4040,,42.3507,-72.6819,national,findtreatment.gov,BUPREN,,,,,,,,english
"Agnieszka Nicora,",115 W Silver Street,Westfield,MA,1085,413-571-0991,,42.1184,-72.7598,national,findtreatment.gov,BUPREN,,,,,,,,english
"Bethany Nugent Roy,",330 Brookline Avenue,Boston,MA,2215,617-754-4677,,42.3396,-71.105,national,findtreatment.gov,BUPREN,,,,,,,,english
"Daniele Olveczky,",330 Brookline Avenue,Boston,MA,2215,617-359-9721,,42.3399,-71.1046,national,findtreatment.gov,BUPREN,,,,,,,,english
"Charles D. Malis, MD",320 Essex Street,Lawrence,MA,1840,978-505-2480,,42.7073,-71.1621,national,findtreatment.gov,BUPREN,,,,,,,,english
"Megan McGlone Dawson,",Massachusetts General Hospital,Boston,MA,2114,617-726-8035,,42.3626,-71.0676,national,findtreatment.gov,BUPREN,,,,,,,,english
"Thomas Michael Kalinoski, MD",87 W. Cedar Street,Boston,MA,2114,612-597-8501,,34.2072,-118.4492,national,findtreatment.gov,BUPREN,,,,,,,,english
"Rosel F Lewis,",1960 Washington Street,BOSTON,MA,2118,617-971-9400,,42.3339,-71.0798,national,findtreatment.gov,BUPREN,,,,,,,,english
"Mark Thomas Collins,",563 Main Street,Bolton,MA,1740,978-586-3939,,42.432,-71.596,national,findtreatment.gov,BUPREN,,,,,,,,english
"Jiahua Zhang,",210 Quincy Avenue,Brockton,MA,2302,508-941-7363,,42.0892,-70.9896,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Danielle Kirsten Back, MD",15 Parkman Street,Boston,MA,2114,617-726-2000,,42.3632,-71.0688,national,findtreatment.gov,BUPREN,,,,,,,,english
"Talia Liane Singer-Clark, MD",1 Boston Medical Center Place,Boston,MA,2118,774-392-3359,,42.3356,-71.0724,national,findtreatment.gov,BUPREN,,,,,,,,english
"Daniel Patrick Regan, NP",186 Thickett Street,Weymouth,MA,2190,617-268-6227,,42.1821,-70.9965,national,findtreatment.gov,BUPREN,,,,,,,,english
"Mary Teresa Paterno,",Pioneer Women's Health,Greenfield,MA,1301,413-773-2200,,42.5947,-72.594,national,findtreatment.gov,BUPREN,,,,,,,,english
"Nkechi T Conteh,",Mass General Hospital,Boston,MA,2114,617-642-7654,,42.3626,-71.0682,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Saloni Malik, MD",1493 Cambridge Street,Cambridge,MA,2139,617-665-1000,,42.3748,-71.1043,national,findtreatment.gov,BUPREN,,,,,,,,english
"Teri Linardos,",801 Massachusetts Avenue,Boston,MA,2118,617-414-5951,,42.333,-71.0736,national,findtreatment.gov,BUPREN,,,,,,,,english
"Cara Lynn Ludwick, PA",780 Albany Street,Boston,MA,2118,857-654-1814,,42.3337,-71.0726,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Tiara Forsyth Calhoun, MD",Gray 730,Boston,MA,2114,617-724-3864,,42.3633,-71.069,national,findtreatment.gov,BUPREN,,,,,,,,english
"Claire Qingyi Paduano, MA",Revere Care Center,Revere,MA,2151,781-485-8222,,42.2726,-71.0308,national,findtreatment.gov,BUPREN,,,,,,,,english
"Jean-Merimee Kouagheu,",85 Patton Road,Devens,MA,1434,978-551-1607,,42.5293,-71.6233,national,findtreatment.gov,BUPREN,,,,,,,,english
"Kimberly Leary,",1185 Falmouth Road,Centerville,MA,2632,508-862-9929,,41.6579,-70.3302,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dale Todd Golembeski, NP",Riverside outpatient center at Newton,Newton,MA,2458,617-969-4925,,42.3535,-71.1835,national,findtreatment.gov,BUPREN,,,,,,,,english
"Daniel W Saltzman,",55 Lake Avenue North,Worcester,MA,1655,508-421-1400,,42.2765,-71.762,national,findtreatment.gov,BUPREN,,,,,,,,english
"Christiana Chioma Egwim, NP",2 Clark Street,NORFOLK,MA,2056,508-660-5900,,42.1188,-71.3038,national,findtreatment.gov,BUPREN,,,,,,,,english
"Drew Joseph Bunker,",385 Broadway,Revere,MA,2151,781-485-1000,,42.4101,-71.012,national,findtreatment.gov,BUPREN,,,,,,,,english
"Randall Stephen Bock, MA",Suite #1021,Brighton,MA,2135,617-982-2865,,42.3587,-71.1537,national,findtreatment.gov,BUPREN,,,,,,,,english
"Eric R Vaught,",387 Quarry Street Suite 100,Fall River,MA,2723,508-679-8111,,41.6936,-71.1403,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Joshua T Guindon,",81 Highland Avenue,Salem,MA,1970,978-354-3517,,42.5108,-70.9071,national,findtreatment.gov,BUPREN,,,,,,,,english
"Isabella Buzzo Bellon Brout, MD",409 W. Broadway,Boston,MA,2127,617-269-7500,,42.3368,-71.0482,national,findtreatment.gov,BUPREN,,,,,,,,english
"Janine Rae Petito,",1493 Cambridge Street,Cambridge,MA,2139,617-665-1021,,42.3748,-71.1043,national,findtreatment.gov,BUPREN,,,,,,,,english
"Jonathan C. Yeh,",330 Brookline Avenue,Boston,MA,2215,617-667-7000,,42.3396,-71.105,national,findtreatment.gov,BUPREN,,,,,,,,english
"Mary Linda Loretta O'Reilly,",119 Belmont Street,MA,MA,1605,508-334-6053,,42.2731,-71.792,national,findtreatment.gov,BUPREN,,,,,,,,english
"Grace Helena Taylor, MD",81 Highland Avenue,Salem,MA,1970,978-354-4173,,37.7631,-122.4578,national,findtreatment.gov,BUPREN,,,,,,,,english
"James David Summers, MD",Good Samaritan Hospital,Brockton,MA,2301,508-427-3000,,42.0983,-71.0616,national,findtreatment.gov,BUPREN,,,,,,,,english
"Bina Darai, NP",22 Falmouth Road,Watertown,MA,2472,617-901-8278,,42.369,-71.2013,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Megan Jane McNamara, MD",680 Centre Street,Brockton,MA,2302,508-941-7400,,42.0877,-70.9915,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Thanh Thu Thi Ngo, MD",26 Queen Street,Worcester,MA,1610,508-860-7700,,42.2592,-71.815,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Stanley David Strzempko, MD",115 West Silver Street,Westfield,MA,1085,413-537-7740,,42.1184,-72.7598,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Jacob Mathew Koshy, MD",330 Brookline Avenue,Boston,MA,2215,617-632-0362,,42.2514,-71.0772,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Andrew Sucov, MD",Saint Anne's Hospital ED,Fall River,MA,2127,508-687-3997,,41.693,-71.1631,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Ryan Mackenzie Gardner, MD",One Deaconess Road,Boston,MA,2215,518-331-5012,,42.3384,-71.1096,national,findtreatment.gov,BUPREN,,,,,,,,english
"Danielle Eve Binler, MD",55 fogg road,south weymouth,MA,2169,781-624-8707,,37.7841,-122.4404,national,findtreatment.gov,BUPREN,,,,,,,,english
"Sulayman Zuod, NP",29 Main Street,Millbury,MA,1527,781-964-2654,,42.1893,-71.7588,national,findtreatment.gov,BUPREN,,,,,,,,english
"Jessika Marie Robbins, PA",110 Munroe Street,Lynn,MA,1901,844-909-1758,,42.4635,-70.9462,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Adi Rattner, MD",1575 Blue Hill Avenue,Mattapan,MA,2126,617-296-0061,,42.2698,-71.0941,national,findtreatment.gov,BUPREN,,,,,,,,english
"Sabrina Charlotte Monzione,",180 Commercial St,Lynn,MA,1905,617-286-2188,,42.3349,-71.0722,national,findtreatment.gov,BUPREN,,,,,,,,english
"Natalie Elena Stahl, MD",755 Main Street,Haverhill,MA,1830,978-557-2300,,41.3104,-72.9427,national,findtreatment.gov,BUPREN,,,,,,,,english
"Jamie Elyse Ellis, MD","25 Marston Street, Suite 301",Lawrence,MA,1841,978-946-8550,,42.7119,-71.152,national,findtreatment.gov,BUPREN,,,,,,,,english
